LinkID,site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost
501,156,Internet,149,12,8.0,193,193,19300,0
502,157,MPLS_0,74,13,0.65,6,9,4200,4900
503,157,MPLS_1,85,12,1.7,15,29,10500,6300
504,157,Internet,179,15,3.0,15,15,1500,0
505,158,MPLS_1,71,8,0.75,5,8,3500,7000
506,158,MPLS_2,86,12,1.36,11,20,5500,3500
507,158,Internet,149,13,7.0,10,10,1000,0
508,159,MPLS_2,85,11,0.49,2,3,1000,2000
509,159,MPLS_0,116,13,1.03,9,16,4500,3000
510,159,Internet,154,20,5.0,7,7,700,0
511,160,MPLS_0,104,15,1.92,155,249,93000,3000
512,160,MPLS_1,62,8,0.76,65,129,45500,5600
513,160,Internet,192,13,3.0,175,175,17500,0
514,161,MPLS_0,80,10,0.71,3,4,1500,2000
515,161,MPLS_1,82,7,0.67,3,4,2100,6300
516,161,MPLS_2,87,15,2.02,18,30,14400,4800
517,161,Internet,149,18,9.0,16,16,1600,0
518,162,MPLS_1,70,8,0.55,1,1,500,2000
519,162,MPLS_0,108,13,1.66,3,4,1500,4500
520,162,Internet,149,17,5.0,4,4,400,0
521,163,MPLS_0,96,12,1.1,210,400,147000,5600
522,163,MPLS_2,89,9,0.72,103,188,51500,1500
523,163,Internet,212,17,6.0,236,236,23600,0
524,164,MPLS_1,85,12,0.6,3,5,2400,3200
525,164,MPLS_2,88,12,0.8,11,19,5500,1500
526,164,Internet,180,18,3.0,11,11,1100,0
527,165,MPLS_0,70,11,0.48,6,11,3000,5000
528,165,MPLS_2,105,13,1.66,18,34,9000,3000
529,165,Internet,209,19,3.0,14,14,1400,0
530,166,MPLS_2,85,7,0.62,4,6,2800,3500
531,166,MPLS_0,75,11,0.42,3,5,1800,3600
532,166,MPLS_1,131,16,1.7,24,38,16800,6300
533,166,Internet,195,19,10.0,12,12,1200,0
534,167,MPLS_2,94,15,0.89,22,39,13200,5400
535,167,MPLS_1,68,8,0.78,7,10,5600,5600
536,167,Internet,161,13,2.0,23,23,2300,0
537,168,MPLS_1,78,7,0.46,13,20,9100,5600
538,168,MPLS_0,142,12,1.24,32,58,22400,6300
539,168,Internet,214,15,2.0,18,18,1800,0
540,169,MPLS_2,88,15,1.18,48,84,38400,7200
541,169,MPLS_1,73,12,0.63,23,38,18400,7200
542,169,Internet,171,19,6.0,33,33,3300,0
543,170,MPLS_0,105,14,1.46,272,463,217600,4800
544,170,MPLS_1,65,10,0.78,86,156,43000,4500
545,170,Internet,152,12,8.0,193,193,19300,0
546,171,MPLS_1,139,16,1.1,6,11,4200,4200
547,171,MPLS_2,73,7,0.75,2,3,1600,3200
548,171,Internet,149,17,1.0,3,3,300,0
549,172,MPLS_2,88,13,0.55,21,40,14700,2100
550,172,MPLS_1,107,16,1.86,68,103,34000,2000
551,172,Internet,214,13,5.0,49,49,4900,0
552,173,MPLS_2,149,13,1.33,17,28,11900,4200
553,173,MPLS_0,63,8,0.7,3,4,1800,3000
554,173,MPLS_1,78,11,0.54,3,4,2400,6400
555,173,Internet,178,17,3.0,18,18,1800,0
556,174,MPLS_0,124,12,1.15,17,29,10200,5400
557,174,MPLS_1,82,10,0.75,5,7,2500,1500
558,174,Internet,173,15,1.0,15,15,1500,0
559,175,MPLS_0,105,15,1.01,10,16,7000,2100
560,175,MPLS_2,75,11,0.54,4,6,2000,1500
561,175,Internet,146,18,7.0,5,5,500,0
562,176,MPLS_0,122,14,1.93,16,28,8000,2000
563,176,MPLS_1,78,8,0.77,7,11,5600,5600
564,176,Internet,219,16,1.0,14,14,1400,0
565,177,MPLS_2,71,7,0.52,100,192,60000,2400
566,177,Internet,198,17,7.0,39,39,3900,0
567,178,MPLS_2,87,12,0.6,23,40,16100,4200
568,178,Internet,208,12,9.0,21,21,2100,0
569,179,MPLS_2,81,7,0.55,3,5,1800,5400
570,179,MPLS_1,102,14,1.58,16,24,12800,7200
571,179,MPLS_0,67,12,0.58,3,5,2400,3200
572,179,Internet,201,16,2.0,17,17,1700,0
573,180,MPLS_2,68,12,0.61,77,139,46200,4200
574,180,MPLS_1,74,8,0.72,89,135,53400,4200
575,180,MPLS_0,84,16,1.97,533,1038,426400,4000
576,180,Internet,210,19,4.0,411,411,41100,0
577,181,MPLS_1,66,11,0.5,30,55,21000,2800
578,181,MPLS_0,116,13,0.94,62,119,37200,6000
579,181,Internet,157,18,4.0,38,38,3800,0
580,182,MPLS_0,71,10,0.57,89,156,44500,3500
581,182,MPLS_1,118,13,1.23,207,347,103500,5000
582,182,Internet,186,15,2.0,274,274,27400,0
583,183,MPLS_2,117,12,1.82,51,82,25500,2000
584,183,MPLS_0,81,7,0.72,20,39,16000,8000
585,183,Internet,153,13,6.0,51,51,5100,0
586,184,MPLS_0,68,10,0.71,4,7,3200,6400
587,184,MPLS_2,101,12,0.96,9,13,5400,3000
588,184,Internet,148,19,10.0,5,5,500,0
589,185,MPLS_1,80,12,0.5,23,45,11500,2500
590,185,MPLS_0,88,13,1.87,79,149,63200,3200
591,185,Internet,150,12,8.0,77,77,7700,0
592,186,MPLS_2,89,12,1.51,50,77,30000,3000
593,186,MPLS_1,68,7,0.42,21,41,12600,4800
594,186,Internet,167,12,4.0,49,49,4900,0
595,187,MPLS_0,138,13,1.97,37,67,22200,4800
596,187,MPLS_1,67,11,0.45,14,25,7000,2500
597,187,Internet,206,13,3.0,35,35,3500,0
598,188,MPLS_0,66,9,0.49,11,17,5500,1500
599,188,Internet,182,18,9.0,7,7,700,0
600,189,MPLS_0,63,7,0.7,163,294,81500,2000
601,189,MPLS_2,84,13,1.25,339,623,271200,7200
602,189,Internet,142,19,4.0,307,307,30700,0
603,190,MPLS_1,78,9,0.51,10,17,8000,2400
604,190,MPLS_2,126,13,1.78,50,96,30000,5400
605,190,MPLS_0,69,13,0.59,10,15,7000,2800
606,190,Internet,197,16,6.0,45,45,4500,0
607,191,MPLS_0,89,9,0.59,3,5,1800,4800
608,191,MPLS_1,69,12,0.55,3,5,2400,4000
609,191,MPLS_2,128,15,1.68,14,27,7000,4000
610,191,Internet,208,19,6.0,9,9,900,0
611,192,MPLS_2,81,13,0.6,9,15,6300,2100
612,192,MPLS_0,115,13,1.24,20,32,16000,6400
613,192,Internet,192,12,4.0,28,28,2800,0
614,193,MPLS_1,134,16,1.53,284,433,170400,6000
615,193,MPLS_0,83,10,0.61,87,171,69600,2400
616,193,Internet,167,13,9.0,247,247,24700,0
617,194,MPLS_0,89,12,1.87,210,400,147000,3500
618,194,MPLS_1,83,10,0.52,75,130,45000,3000
619,194,Internet,218,17,10.0,133,133,13300,0
620,195,MPLS_2,69,8,0.65,12,22,7200,4800
621,195,MPLS_0,106,15,0.87,27,50,21600,4800
622,195,Internet,158,16,1.0,16,16,1600,0
623,196,MPLS_0,70,10,0.53,25,42,12500,2000
624,196,MPLS_2,90,12,1.77,60,109,48000,3200
625,196,Internet,207,15,6.0,49,49,4900,0
626,197,MPLS_2,124,16,1.83,4,6,2400,3000
627,197,MPLS_0,68,8,0.46,1,1,700,5600
628,197,Internet,174,19,7.0,3,3,300,0
629,198,MPLS_0,91,14,1.3,28,55,19600,3500
630,198,MPLS_2,69,8,0.44,12,23,6000,4000
631,198,Internet,208,20,9.0,15,15,1500,0
632,199,MPLS_1,63,13,0.5,14,24,11200,5600
633,199,MPLS_2,101,13,0.88,34,56,20400,4200
634,199,Internet,149,13,4.0,37,37,3700,0
635,200,MPLS_1,72,7,0.47,11,19,8800,7200
636,200,MPLS_2,68,13,0.74,10,15,5000,4500
637,200,MPLS_0,130,13,1.4,36,68,21600,4800
638,200,Internet,146,17,10.0,47,47,4700,0
639,201,MPLS_1,64,9,0.41,2,3,1200,3000
640,201,MPLS_2,126,16,1.64,12,19,8400,4900
641,201,MPLS_0,86,12,0.75,2,3,1600,2400
642,201,Internet,219,19,4.0,7,7,700,0
643,202,MPLS_1,148,15,1.19,8,14,5600,5600
644,202,MPLS_0,84,11,0.48,3,5,2400,5600
645,202,Internet,156,16,9.0,9,9,900,0
646,203,MPLS_2,78,11,0.61,31,53,24800,7200
647,203,MPLS_1,129,12,1.06,73,114,36500,5000
648,203,Internet,151,13,5.0,38,38,3800,0
649,204,MPLS_0,82,12,1.87,93,178,55800,3000
650,204,MPLS_1,70,13,0.49,16,27,9600,4800
651,204,MPLS_2,82,12,0.61,15,25,12000,4000
652,204,Internet,157,14,1.0,61,61,6100,0
653,205,MPLS_0,76,13,0.72,1,1,700,2800
654,205,MPLS_2,133,12,1.09,4,7,2800,4200
655,205,MPLS_1,66,7,0.46,1,1,700,3500
656,205,Internet,150,15,1.0,3,3,300,0
657,206,MPLS_0,84,13,1.89,46,80,23000,4000
658,206,MPLS_2,74,11,0.61,20,38,10000,4000
659,206,Internet,150,13,6.0,29,29,2900,0
660,207,MPLS_0,68,13,0.4,11,21,6600,3600
661,207,MPLS_2,97,16,1.27,48,80,28800,3000
662,207,MPLS_1,71,11,0.74,12,21,6000,4500
663,207,Internet,156,16,1.0,52,52,5200,0
664,208,MPLS_2,114,14,1.74,55,90,44000,6400
665,208,MPLS_0,72,10,0.49,18,33,14400,5600
666,208,Internet,180,16,2.0,35,35,3500,0
667,209,MPLS_2,66,8,0.55,16,28,11200,2100
668,209,MPLS_0,127,14,1.0,43,73,21500,5000
669,209,Internet,156,17,4.0,37,37,3700,0
670,210,MPLS_0,69,11,0.42,132,198,79200,5400
671,210,Internet,164,18,2.0,80,80,8000,0
672,211,MPLS_1,70,7,0.66,10,16,5000,4500
673,211,MPLS_2,84,15,1.95,22,36,15400,3500
674,211,Internet,196,13,3.0,20,20,2000,0
675,212,MPLS_2,61,7,0.66,76,120,45600,5400
676,212,MPLS_1,119,13,2.08,226,392,113000,2000
677,212,Internet,209,13,5.0,134,134,13400,0
678,213,MPLS_0,149,14,1.15,32,60,25600,7200
679,213,MPLS_2,69,7,0.63,13,22,7800,1800
680,213,Internet,214,18,7.0,17,17,1700,0
681,214,MPLS_2,86,7,0.72,19,33,11400,1800
682,214,MPLS_0,83,8,0.5,17,30,11900,2800
683,214,MPLS_1,142,16,1.8,72,122,50400,2800
684,214,Internet,209,19,6.0,42,42,4200,0
685,215,MPLS_0,86,15,0.82,89,147,53400,4200
686,215,MPLS_2,68,7,0.65,34,51,17000,5000
687,215,Internet,159,14,10.0,74,74,7400,0
688,216,MPLS_2,144,15,1.41,35,66,21000,4200
689,216,MPLS_1,83,10,0.73,15,23,7500,3500
690,216,Internet,175,20,8.0,23,23,2300,0
691,217,MPLS_1,116,14,1.58,32,59,22400,4900
692,217,MPLS_2,76,8,0.65,7,11,3500,5000
693,217,MPLS_0,79,9,0.55,7,13,5600,4000
694,217,Internet,145,17,2.0,41,41,4100,0
695,218,MPLS_2,96,14,1.91,53,89,31800,5400
696,218,MPLS_0,70,7,0.65,9,17,6300,3500
697,218,MPLS_1,68,11,0.69,12,22,7200,1800
698,218,Internet,168,12,6.0,47,47,4700,0
699,219,MPLS_0,62,11,0.77,41,79,24600,3600
700,219,MPLS_1,104,12,0.94,111,206,66600,1800
701,219,Internet,197,16,6.0,100,100,10000,0
702,220,MPLS_2,126,13,1.05,6,11,3600,6000
703,220,MPLS_0,77,11,0.52,6,12,3600,3000
704,220,MPLS_1,88,11,0.7,3,6,2100,3500
705,220,Internet,187,12,6.0,20,20,2000,0
706,221,MPLS_2,76,11,0.61,43,84,30100,2100
707,221,Internet,151,19,4.0,18,18,1800,0
708,222,MPLS_2,88,13,0.47,14,22,8400,5400
709,222,MPLS_0,135,15,2.08,28,55,14000,3500
710,222,Internet,175,12,1.0,27,27,2700,0
711,223,MPLS_2,120,14,1.14,24,38,14400,3000
712,223,MPLS_0,82,11,0.57,12,21,7200,1800
713,223,Internet,181,18,10.0,18,18,1800,0
714,224,MPLS_0,75,11,0.76,9,17,7200,4000
715,224,MPLS_2,66,8,0.62,11,18,5500,5000
716,224,MPLS_1,142,13,1.65,48,92,28800,6000
717,224,Internet,173,16,6.0,56,56,5600,0
718,225,MPLS_0,71,13,0.57,15,27,7500,4000
719,225,MPLS_1,102,12,1.05,38,75,22800,5400
720,225,Internet,166,12,4.0,40,40,4000,0
721,226,MPLS_1,90,16,1.1,15,23,7500,4000
722,226,MPLS_2,63,11,0.73,6,9,4200,2800
723,226,Internet,159,13,6.0,19,19,1900,0
724,227,MPLS_2,87,12,0.46,25,39,15000,1800
725,227,MPLS_1,88,16,1.35,123,201,73800,5400
726,227,MPLS_0,66,12,0.54,21,37,10500,2000
727,227,Internet,167,14,8.0,80,80,8000,0
728,228,MPLS_2,65,9,0.76,4,7,2000,3500
729,228,MPLS_0,62,10,0.46,4,7,2400,4200
730,228,MPLS_1,113,15,1.45,20,36,12000,3600
731,228,Internet,219,19,8.0,11,11,1100,0
732,229,MPLS_1,62,8,0.59,3,5,1800,4200
733,229,MPLS_2,82,13,0.52,3,5,2100,7000
734,229,MPLS_0,93,14,1.05,12,19,7200,6000
735,229,Internet,165,19,1.0,15,15,1500,0
736,230,MPLS_0,77,9,0.63,7,13,3500,5000
737,230,MPLS_2,86,15,0.87,40,68,32000,5600
738,230,MPLS_1,78,12,0.57,6,11,4200,7000
739,230,Internet,189,15,9.0,24,24,2400,0
740,231,MPLS_1,66,9,0.71,14,26,9800,4900
741,231,MPLS_0,116,13,1.43,50,82,30000,3000
742,231,Internet,215,18,7.0,49,49,4900,0
743,232,MPLS_0,61,12,0.48,12,19,9600,6400
744,232,MPLS_2,151,13,0.96,42,76,25200,6000
745,232,Internet,164,14,4.0,35,35,3500,0
746,233,MPLS_2,98,12,1.81,19,29,15200,2400
747,233,MPLS_1,62,11,0.71,8,12,4800,4800
748,233,Internet,153,18,10.0,14,14,1400,0
749,234,MPLS_1,133,15,1.19,83,164,41500,4000
750,234,MPLS_0,78,7,0.62,38,69,30400,7200
751,234,Internet,161,12,8.0,55,55,5500,0
752,235,MPLS_0,70,9,0.59,10,18,6000,5400
753,235,MPLS_2,126,14,1.77,27,50,21600,8000
754,235,Internet,185,16,3.0,21,21,2100,0
755,236,MPLS_1,82,10,0.78,44,74,22000,3500
756,236,MPLS_2,125,15,0.81,97,182,58200,5400
757,236,Internet,144,20,9.0,55,55,5500,0
758,237,MPLS_2,83,10,0.48,13,21,7800,4800
759,237,MPLS_1,147,13,1.46,36,71,28800,6400
760,237,Internet,205,12,8.0,27,27,2700,0
761,238,MPLS_1,105,16,1.31,57,91,39900,2100
762,238,MPLS_0,81,13,0.46,8,14,4800,5400
763,238,MPLS_2,60,12,0.53,9,17,7200,6400
764,238,Internet,153,17,5.0,40,40,4000,0
765,239,MPLS_2,112,13,0.96,11,18,8800,7200
766,239,MPLS_0,85,11,0.61,3,4,2100,6300
767,239,MPLS_1,81,13,0.63,2,3,1400,2100
768,239,Internet,158,15,1.0,9,9,900,0
769,240,MPLS_1,139,16,1.62,36,59,21600,4200
770,240,MPLS_0,77,8,0.67,15,27,9000,1800
771,240,Internet,149,17,1.0,31,31,3100,0
772,241,MPLS_2,87,11,0.52,3,5,2400,4800
773,241,MPLS_1,79,12,0.73,3,5,1500,1500
774,241,MPLS_0,96,15,1.49,21,38,12600,3000
775,241,Internet,220,13,7.0,13,13,1300,0
776,242,MPLS_1,88,13,1.2,61,91,30500,3000
777,242,MPLS_2,87,13,0.73,16,24,8000,2000
778,242,MPLS_0,78,13,0.59,12,21,8400,4200
779,242,Internet,141,20,2.0,45,45,4500,0
780,243,MPLS_1,78,12,0.61,3,6,1800,3600
781,243,MPLS_2,86,13,0.89,3,5,1800,4200
782,243,Internet,184,15,9.0,6,6,600,0
783,244,MPLS_0,112,15,2.0,542,1013,379400,2100
784,244,MPLS_1,80,10,0.71,109,217,54500,5000
785,244,MPLS_2,72,9,0.52,88,148,44000,1500
786,244,Internet,209,16,1.0,254,254,25400,0
787,245,MPLS_1,69,7,0.51,12,22,6000,3000
788,245,MPLS_0,104,12,1.82,33,55,23100,4900
789,245,Internet,189,17,5.0,30,30,3000,0
790,246,MPLS_0,72,11,0.75,23,39,16100,5600
791,246,Internet,165,12,10.0,19,19,1900,0
792,247,MPLS_1,62,12,0.54,21,38,14700,4900
793,247,MPLS_2,81,12,0.93,52,88,31200,2400
794,247,Internet,202,16,4.0,38,38,3800,0
795,248,MPLS_2,138,14,1.38,72,128,43200,2400
796,248,MPLS_1,76,7,0.67,17,31,10200,5400
797,248,MPLS_0,64,11,0.42,15,22,9000,6000
798,248,Internet,153,17,7.0,75,75,7500,0
799,249,MPLS_2,123,13,1.34,255,499,153000,3000
800,249,MPLS_1,72,12,0.65,88,145,44000,2000
801,249,Internet,218,14,3.0,198,198,19800,0
802,250,MPLS_0,128,13,1.8,23,43,16100,2100
803,250,MPLS_2,81,12,0.58,14,27,7000,1500
804,250,Internet,207,20,5.0,33,33,3300,0
805,251,MPLS_1,98,15,1.17,48,87,28800,4200
806,251,MPLS_0,77,7,0.49,9,16,7200,6400
807,251,MPLS_2,71,9,0.53,9,17,4500,4500
808,251,Internet,160,12,8.0,44,44,4400,0
809,252,MPLS_0,73,7,0.75,10,18,7000,6300
810,252,MPLS_1,147,13,1.62,26,47,13000,2500
811,252,Internet,213,17,1.0,26,26,2600,0
812,253,MPLS_1,73,10,0.79,47,79,37600,6400
813,253,MPLS_0,80,10,0.79,42,66,21000,2000
814,253,MPLS_2,139,16,1.72,172,269,120400,2100
815,253,Internet,190,13,3.0,160,160,16000,0
816,254,MPLS_2,79,7,0.47,12,18,7200,4200
817,254,MPLS_1,90,14,0.88,38,69,22800,4200
818,254,Internet,174,19,9.0,32,32,3200,0
819,255,MPLS_2,66,13,0.56,125,241,62500,1500
820,255,Internet,191,12,7.0,72,72,7200,0
821,256,MPLS_1,135,12,1.23,60,105,48000,3200
822,256,MPLS_2,89,11,0.74,26,48,20800,4000
823,256,Internet,145,13,7.0,40,40,4000,0
824,257,MPLS_0,116,13,1.26,68,119,54400,4000
825,257,MPLS_2,74,10,0.6,28,55,16800,6000
826,257,Internet,212,18,8.0,38,38,3800,0
827,258,MPLS_0,60,13,0.62,15,23,9000,2400
828,258,MPLS_2,80,7,0.52,11,18,8800,8000
829,258,MPLS_1,150,16,1.92,66,107,46200,4900
830,258,Internet,210,12,7.0,36,36,3600,0
831,259,MPLS_2,78,9,0.42,6,11,3000,2000
832,259,MPLS_1,91,16,2.04,10,19,5000,1500
833,259,Internet,188,15,4.0,10,10,1000,0
834,260,MPLS_2,86,10,0.48,28,51,22400,2400
835,260,Internet,218,16,8.0,24,24,2400,0
836,261,MPLS_1,64,13,0.73,9,13,5400,6000
837,261,MPLS_2,134,16,1.31,27,50,18900,2100
838,261,Internet,178,15,5.0,19,19,1900,0
839,262,MPLS_1,77,7,0.42,44,85,35200,5600
840,262,MPLS_0,124,15,0.88,127,218,88900,4200
841,262,Internet,160,14,4.0,117,117,11700,0
842,263,MPLS_2,61,11,0.75,6,11,4200,3500
843,263,MPLS_1,85,16,1.03,13,22,10400,6400
844,263,Internet,142,20,7.0,9,9,900,0
845,264,MPLS_2,60,12,0.57,66,101,46200,4900
846,264,MPLS_0,98,16,1.49,178,341,124600,4900
847,264,Internet,194,17,6.0,93,93,9300,0
848,265,MPLS_1,72,10,0.52,16,26,9600,5400
849,265,MPLS_2,66,8,0.61,21,34,16800,5600
850,265,MPLS_0,111,12,1.94,75,147,52500,6300
851,265,Internet,207,18,3.0,82,82,8200,0
852,266,MPLS_2,79,10,0.45,18,33,12600,2100
853,266,MPLS_0,140,13,1.1,46,80,23000,4500
854,266,Internet,207,19,2.0,50,50,5000,0
855,267,MPLS_0,136,15,1.92,31,52,15500,3500
856,267,MPLS_2,71,12,0.65,10,16,5000,5000
857,267,Internet,155,17,1.0,20,20,2000,0
858,268,MPLS_2,87,13,0.77,4,7,3200,3200
859,268,MPLS_0,142,14,1.88,17,31,10200,2400
860,268,Internet,208,15,6.0,17,17,1700,0
861,269,MPLS_1,76,12,0.54,126,215,100800,3200
862,269,Internet,172,16,2.0,66,66,6600,0
863,270,MPLS_1,84,12,1.91,121,209,72600,2400
864,270,MPLS_2,75,13,0.7,55,98,33000,6000
865,270,Internet,187,14,9.0,126,126,12600,0
866,271,MPLS_1,77,12,0.78,14,25,11200,2400
867,271,MPLS_0,127,16,1.06,61,116,42700,2800
868,271,MPLS_2,71,9,0.62,9,14,6300,4200
869,271,Internet,186,16,2.0,63,63,6300,0
870,272,MPLS_2,65,10,0.55,31,51,21700,4900
871,272,MPLS_1,106,13,1.36,90,151,63000,7000
872,272,Internet,156,18,5.0,103,103,10300,0
873,273,MPLS_0,78,8,0.53,37,58,22200,3000
874,273,MPLS_1,88,12,0.48,36,69,18000,3500
875,273,MPLS_2,126,12,0.93,226,403,135600,6000
876,273,Internet,176,18,4.0,189,189,18900,0
877,274,MPLS_2,61,12,0.5,59,102,47200,4800
878,274,Internet,189,17,8.0,38,38,3800,0
879,275,MPLS_1,71,12,0.7,43,78,34400,7200
880,275,MPLS_0,117,15,0.89,118,184,70800,4200
881,275,Internet,201,15,5.0,85,85,8500,0
882,276,MPLS_2,87,9,0.76,36,65,21600,4200
883,276,MPLS_0,66,7,0.45,38,67,22800,1800
884,276,MPLS_1,108,12,1.37,153,293,91800,4800
885,276,Internet,174,12,7.0,145,145,14500,0
886,277,MPLS_1,68,11,0.46,38,68,30400,4000
887,277,MPLS_0,128,14,1.04,79,157,63200,7200
888,277,Internet,195,17,5.0,56,56,5600,0
889,278,MPLS_2,150,13,1.75,13,25,7800,1800
890,278,MPLS_1,77,12,0.73,4,6,3200,7200
891,278,Internet,160,14,7.0,13,13,1300,0
892,279,MPLS_1,97,16,1.02,57,111,39900,4900
893,279,MPLS_0,73,11,0.79,9,15,6300,7000
894,279,MPLS_2,73,13,0.4,9,15,5400,3000
895,279,Internet,144,18,3.0,38,38,3800,0
896,280,MPLS_0,89,8,0.49,100,158,60000,3000
897,280,MPLS_1,107,15,1.19,417,720,208500,2500
898,280,MPLS_2,67,11,0.56,88,165,61600,4200
899,280,Internet,158,16,9.0,273,273,27300,0
900,281,MPLS_0,140,15,1.79,13,20,10400,8000
901,281,MPLS_1,60,9,0.77,5,9,2500,2000
902,281,Internet,200,20,9.0,13,13,1300,0
903,282,MPLS_0,88,8,0.59,64,99,44800,2800
904,282,MPLS_2,112,12,0.83,284,562,170400,4200
905,282,MPLS_1,75,7,0.76,51,79,40800,7200
906,282,Internet,187,18,1.0,242,242,24200,0
907,283,MPLS_1,69,12,0.73,40,72,32000,5600
908,283,MPLS_0,103,13,1.74,75,125,37500,3000
909,283,Internet,214,20,3.0,65,65,6500,0
910,284,MPLS_2,85,15,1.19,18,33,9000,5000
911,284,MPLS_0,81,9,0.65,10,17,6000,3000
912,284,Internet,196,18,5.0,23,23,2300,0
913,285,MPLS_0,63,10,0.48,7,11,4900,2800
914,285,MPLS_2,98,14,1.92,26,46,13000,3500
915,285,Internet,145,16,1.0,24,24,2400,0
916,286,MPLS_1,74,10,0.56,3,5,2100,5600
917,286,MPLS_0,85,11,0.72,5,9,3000,1800
918,286,MPLS_2,95,16,1.42,26,44,13000,3000
919,286,Internet,171,12,2.0,24,24,2400,0
920,287,MPLS_0,63,9,0.75,3,4,1800,4200
921,287,MPLS_2,141,16,1.85,7,12,5600,2400
922,287,Internet,208,16,3.0,5,5,500,0
923,288,MPLS_0,124,15,1.47,71,131,35500,1500
924,288,MPLS_2,60,13,0.72,40,67,32000,6400
925,288,Internet,157,18,6.0,47,47,4700,0
926,289,MPLS_2,109,13,0.99,7,10,5600,4800
927,289,MPLS_0,89,11,0.4,4,7,2000,2500
928,289,Internet,141,19,10.0,5,5,500,0
929,290,MPLS_0,132,13,1.38,55,96,44000,4000
930,290,MPLS_2,71,7,0.44,10,17,7000,2100
931,290,MPLS_1,80,13,0.43,9,17,4500,3500
932,290,Internet,195,19,3.0,47,47,4700,0
933,291,MPLS_1,79,8,0.77,127,200,76200,3000
934,291,MPLS_2,147,14,0.82,221,333,110500,4500
935,291,Internet,151,16,5.0,147,147,14700,0
936,292,MPLS_1,116,15,1.59,221,336,154700,7000
937,292,MPLS_2,82,10,0.61,88,138,70400,7200
938,292,Internet,216,20,3.0,194,194,19400,0
939,293,MPLS_1,95,15,1.13,139,213,97300,7000
940,293,MPLS_0,70,11,0.69,48,81,28800,3600
941,293,Internet,188,19,6.0,89,89,8900,0
942,294,MPLS_0,89,13,0.4,71,139,35500,4000
943,294,MPLS_1,143,15,1.38,208,396,104000,3500
944,294,Internet,214,19,6.0,163,163,16300,0
945,295,MPLS_0,63,8,0.47,10,16,6000,2400
946,295,MPLS_1,93,15,1.3,43,75,34400,4800
947,295,MPLS_2,62,9,0.78,13,21,7800,1800
948,295,Internet,179,18,10.0,37,37,3700,0
949,296,MPLS_2,67,8,0.49,17,32,13600,4000
950,296,MPLS_0,74,13,0.65,20,32,14000,7000
951,296,MPLS_1,145,15,1.44,84,154,50400,6000
952,296,Internet,187,13,7.0,86,86,8600,0
953,297,MPLS_0,81,12,0.77,5,8,2500,3000
954,297,MPLS_1,146,13,1.71,12,18,6000,3500
955,297,Internet,189,19,3.0,8,8,800,0
956,298,MPLS_0,122,15,1.85,91,157,63700,4200
957,298,MPLS_1,79,9,0.61,41,74,24600,6000
958,298,Internet,168,15,7.0,61,61,6100,0
959,299,MPLS_1,68,9,0.75,6,9,4800,3200
960,299,MPLS_2,124,15,1.25,28,49,14000,1500
961,299,MPLS_0,84,9,0.53,7,13,4200,1800
962,299,Internet,157,14,9.0,21,21,2100,0
963,300,MPLS_0,80,13,0.49,75,144,45000,1800
964,300,MPLS_2,146,16,1.27,238,451,142800,3000
965,300,Internet,197,19,9.0,124,124,12400,0
966,301,MPLS_1,85,14,1.43,31,53,15500,2000
967,301,MPLS_2,77,7,0.41,5,9,4000,3200
968,301,MPLS_0,82,9,0.68,6,9,4800,6400
969,301,Internet,155,20,8.0,23,23,2300,0
970,302,MPLS_2,85,13,0.46,21,33,14700,4200
971,302,MPLS_1,135,13,1.31,42,79,29400,2800
972,302,Internet,180,16,1.0,41,41,4100,0
973,303,MPLS_0,147,15,1.7,16,31,12800,8000
974,303,MPLS_2,73,11,0.61,4,7,2800,2800
975,303,MPLS_1,80,12,0.78,3,4,2100,4900
976,303,Internet,152,18,9.0,10,10,1000,0
977,304,MPLS_2,66,12,0.45,87,130,69600,4800
978,304,MPLS_1,110,14,1.7,253,404,126500,4000
979,304,Internet,199,12,2.0,133,133,13300,0
980,305,MPLS_1,74,10,0.5,13,24,10400,3200
981,305,MPLS_0,78,13,0.67,14,24,7000,5000
982,305,MPLS_2,139,15,2.08,66,130,33000,4500
983,305,Internet,215,13,5.0,46,46,4600,0
984,306,MPLS_0,69,10,0.43,6,10,3000,1500
985,306,MPLS_1,104,13,1.11,23,44,16100,4900
986,306,Internet,163,15,10.0,11,11,1100,0
987,307,MPLS_0,80,9,0.49,37,67,29600,2400
988,307,MPLS_2,140,13,0.91,158,239,126400,4000
989,307,MPLS_1,77,13,0.52,37,66,22200,1800
990,307,Internet,165,20,7.0,123,123,12300,0
991,308,MPLS_2,65,10,0.49,150,245,75000,2500
992,308,MPLS_1,114,13,1.01,385,699,192500,4000
993,308,Internet,216,16,6.0,386,386,38600,0
994,309,MPLS_0,67,8,0.48,16,26,12800,5600
995,309,MPLS_1,120,16,0.84,27,50,18900,5600
996,309,Internet,157,19,9.0,25,25,2500,0
997,310,MPLS_2,65,8,0.44,8,13,4000,3500
998,310,MPLS_1,69,11,0.75,10,15,8000,3200
999,310,MPLS_0,139,14,1.0,41,78,28700,2100
1000,310,Internet,143,14,3.0,29,29,2900,0
1001,311,MPLS_1,78,12,0.49,55,92,38500,6300
1002,311,Internet,186,13,6.0,20,20,2000,0
1003,312,MPLS_1,65,7,0.42,2,3,1000,2000
