Index,In,Out
2090,42.00772473,29.60017755
2091,45.45224426,30.34290585
2092,40.01390757,31.40598576
2093,46.09773366,30.93331453
2094,46.01806567,30.53934187
2095,42.69927883,33.0673611
2096,41.02700556,33.04777329
2097,40.99767049,36.46407935
2098,34.84173877,28.9728768
2099,35.54099537,27.49212399
2100,36.69545158,27.25793578
2101,39.39126229,29.26644954
2102,41.04160978,31.10326214
2103,41.77226451,29.7868495
2104,33.10023492,25.70390114
2105,39.32753187,25.90181982
2106,55.18366317,25.69254042
2107,45.80168745,25.22753123
2108,39.89656958,24.78644013
2109,36.01069317,25.60135587
2110,31.6551184,25.326018
2111,29.47622132,26.65469989
2112,27.13564206,25.39312653
2113,49.63465491,29.26490018
2114,74.85048673,31.21240412
2115,85.93742202,30.46056352
2116,90.85943678,27.55131012
2117,92.28099063,25.45878883
2118,91.24003007,23.6370595
2119,85.8968163,26.9679165
2120,85.61581032,24.69984799
2121,86.08437102,23.94404462
2122,84.93217532,22.43664006
2123,85.28790199,23.66215376
2124,84.5061499,21.62147608
2125,82.84533314,26.7542432
2126,84.371616,23.81607496
2127,86.09255842,23.85188873
2128,88.35832171,23.9600798
2129,86.08882578,21.80019628
2130,84.89752443,19.27078091
2131,83.61826192,21.27257163
2132,79.78001079,21.25731481
2133,78.53156533,20.53746236
2134,78.00904706,20.79798925
2135,77.39236998,20.14041275
2136,77.83195149,20.9117094
2137,77.90911904,21.59364086
2138,77.16285351,19.70614276
2139,76.11264666,21.8325227
2140,77.93541308,21.87166285
2141,76.67595778,21.11030102
2142,77.60451358,19.24225834
2143,78.64255027,19.01728222
2144,77.98243198,18.4284815
2145,79.0815942,17.90371064
2146,79.08208351,19.25295905
2147,80.46204957,22.63840977
2148,81.22245476,21.6850375
2149,81.86373528,21.01390839
2150,80.40929552,19.11147175
2151,79.59499602,19.17113944
2152,78.03242937,16.50002672
2153,79.48675334,18.79389079
2154,79.31853548,17.68267267
2155,77.28732715,16.95157497
2156,77.10461425,16.42222525
2157,76.546125,17.41349482
2158,75.7478871,17.29601499
2159,76.19790321,16.09615314
2160,75.33536812,16.30896965
2161,75.33227764,19.88763962
2162,76.31349795,17.80064589
2163,73.6334637,16.78748708
2164,74.00863998,17.55763264
2165,73.52155812,17.88105251
2166,74.11274678,18.10440058
2167,75.9972104,19.21879934
2168,76.83929269,17.09300144
2169,74.22209366,16.24079497
2170,74.2527039,16.17306601
2171,76.52145793,15.7092744
2172,77.74886367,16.91958452
2173,79.95341967,20.14374502
2174,80.31309827,17.30201303
2175,83.92371604,17.82903234
2176,81.66772883,18.20007831
2177,81.98639853,18.06782913
2178,81.00852081,16.73923531
2179,79.5336441,18.60005751
2180,77.63277191,16.92723493
2181,77.85194887,17.05166489
2182,77.87341207,16.52422372
2183,76.71581792,15.81214001
2184,80.35976315,14.78034675
2185,79.99121563,18.46002431
2186,79.40772332,18.83989556
2187,76.19963236,19.3878859
2188,74.41960858,17.89903195
2189,74.70057022,16.82354223
2190,77.75232665,17.56484911
2191,72.30931344,25.52082297
2192,73.85058908,25.59292474
2193,73.83005885,24.03986512
2194,66.41384916,24.32083957
2195,66.76733457,22.3050458
2196,69.77267594,21.28427136
2197,63.33388311,25.87120428
2198,69.19076209,19.74066693
2199,65.77819134,16.56009154
2200,61.97911927,15.94847435
2201,61.67978588,14.62375198
2202,64.44086984,14.146122
2203,61.28791064,17.11008443
2204,61.41860995,17.16153327
2205,57.56938916,17.41866966
2206,57.05406548,14.89444784
2207,56.91302591,13.39701083
2208,48.34507782,11.70644389
2209,45.69870517,13.38472325
2210,45.24896399,13.81685584
2211,48.42326864,14.88833113
2212,40.75932076,13.43069426
2213,41.94107983,13.10542037
2214,48.92509042,13.14232296
2215,45.91623373,13.52730682
2216,40.4452153,13.55498298
2217,36.8825254,13.55507828
2218,32.25862055,12.19192397
2219,35.27053677,13.86101044
2220,33.59727221,12.28456933
2221,37.68866041,18.43027045
2222,36.01958615,15.64230251
2223,36.95771864,16.67903998
2224,29.4943023,15.48583705
2225,33.88075428,14.74678504
2226,37.68348593,13.73685507
2227,36.06700346,13.64838266
2228,35.08581673,11.81697882
2229,34.64962819,12.89627719
2230,33.41056327,13.88843329
2231,34.0618327,12.81191114
2232,30.10563851,12.38721118
2233,30.32536148,14.06283779
2234,28.26058398,12.69518022
2235,29.56040724,13.31996699
2236,22.21074903,13.33972427
2237,23.55226726,11.70959056
2238,26.01391273,13.42405524
2239,25.01437575,14.77206269
2240,18.01896171,13.33738526
2241,22.84560695,12.98664509
2242,24.79217821,13.58469236
2243,24.31417786,11.52139576
2244,19.85674933,11.95228054
2245,20.43522088,15.22879361
2246,22.67896368,13.90590215
2247,33.41412433,14.53160911
2248,23.12747395,14.54921626
2249,18.69540532,14.72941925
2250,21.99204814,13.79200911
2251,21.86108268,18.78394782
2252,15.63981516,29.52065263
2253,17.51702223,29.90192963
2254,18.80364361,28.99368873
2255,21.1830857,29.14705944
2256,16.13124897,29.54094804
2257,19.03413971,30.88046443
2258,20.27906239,30.15653061
2259,19.69606357,30.84679633
2260,17.93606116,29.00058729
2261,23.89261717,18.16348404
2262,27.85575779,19.93575951
2263,25.67306433,22.65914968
2264,23.78755637,20.16550854
2265,28.48747203,21.23338401
2266,28.97980565,21.35029792
2267,36.47059505,22.43033807
2268,42.21607457,29.45208192
2269,55.88513715,48.45213947
2270,62.09396693,47.25290911
2271,67.05179385,44.81237881
2272,57.9541833,45.76218546
2273,59.32981688,41.1744103
2274,64.46921699,37.94077646
2275,60.17891872,40.43378388
2276,49.71994098,41.75565235
2277,59.00484883,44.97387424
2278,58.79230396,40.63402084
2279,56.80550188,36.85270956
2280,57.14604296,41.23059551
2281,57.76714493,45.38848002
2282,59.93186854,56.23916073
2283,54.86286661,44.65482934
2284,42.53698124,40.29035659
2285,49.78108883,41.71833361
2286,53.75871699,39.86546786
2287,51.50024317,47.45606427
2288,47.09218301,46.25178446
2289,51.51634709,48.60355628
2290,54.5055757,47.69215448
2291,55.15110578,43.30211838
2292,51.04023089,45.59525163
2293,53.55473807,54.21027648
2294,64.55175189,46.71046364
2295,57.00506034,47.11043583
2296,44.88638741,48.77190763
2297,58.78407499,46.11224277
2298,60.75386608,44.61429036
2299,64.06873817,51.763387
2300,56.73210401,50.03917622
2301,65.58293535,51.15997128
2302,58.78680636,47.47292553
2303,62.68431006,42.0925216
2304,62.39452341,43.72178806
2305,60.15035621,50.39375774
2306,55.4948271,52.82056743
2307,53.9570835,49.20837647
2308,64.82051827,48.2976859
2309,78.3403063,52.71456354
2310,64.00923968,58.62831819
2311,68.46273376,64.92390852
2312,56.60106111,62.66772543
2313,61.91534239,59.70771968
2314,59.37035641,63.12372067
2315,61.18358821,61.46017391
2316,55.80940517,59.18257176
2317,64.11516829,61.63972674
2318,65.17867612,57.48882141
2319,63.50518954,52.84184905
2320,52.34325878,50.21937326
2321,57.4406017,52.6737993
2322,58.10612053,49.06348814
2323,58.97417443,48.62431472
2324,54.80187685,49.4942858
2325,50.76704505,48.3450375
2326,44.72030916,42.50413092
2327,45.87725498,40.52660958
2328,53.81721325,52.61257466
2329,47.75582156,53.23271095
2330,47.91835103,56.72698992
2331,51.52581894,58.92989835
2332,38.72235506,49.32009134
2333,48.75107675,47.26662894
2334,45.48797396,56.46550098
2335,49.70186942,55.71711657
2336,55.48441465,56.39661503
2337,59.25559212,56.32212951
2338,55.44962955,54.52849655
2339,62.27285528,51.96016728
2340,75.6996883,47.79219647
2341,82.07818383,45.99320693
2342,96.5964758,63.96094478
2343,79.33257106,58.38491607
2344,70.74896786,54.50144266
2345,76.27895371,53.40077096
2346,77.17938804,56.44688248
2347,74.76063964,68.91051119
2348,69.69570823,63.14742216
2349,68.9528493,47.22184407
2350,65.54065651,48.0702211
2351,69.72129286,50.10352848
2352,63.76213971,48.19181275
2353,69.51859743,61.88231203
2354,70.65102539,63.73517197
2355,72.75220484,56.07817652
2356,77.91944689,66.47268002
2357,77.61101963,53.64981627
2358,80.40615093,49.04882939
2359,84.85172842,51.0331401
2360,88.46733443,49.48883931
2361,92.56413489,49.71891913
2362,82.42059611,49.54332008
2363,94.03408938,55.26561343
2364,98.27882451,48.15581184
2365,98.00251756,51.5602572
2366,102.3675721,55.55312171
2367,107.954115,51.95420246
2368,94.61053699,50.38730228
2369,93.84750035,50.88159964
2370,93.88308755,52.03428048
2371,97.67674794,53.96466682
2372,88.05693572,58.39731677
2373,87.68796193,50.75758941
2374,87.42254229,53.53521639
2375,86.10264834,51.71553491
2376,82.48966988,52.29171469
2377,90.45058046,61.46749558
2378,88.08693298,55.27253546
2379,85.2633782,52.47855805
2380,75.10609129,53.91477585
2381,80.77695027,48.88033415
2382,80.94836399,47.95717412
2383,73.46479693,45.67316379
2384,74.88253972,46.88943181
2385,88.37248886,45.24642282
2386,82.05533313,42.926996
2387,86.98267221,46.20937932
2388,84.55298649,48.05645609
2389,82.03967756,44.75872507
2390,91.36336321,46.14993453
2391,89.00084309,41.10218383
2392,68.33700947,37.67552838
2393,66.5809378,36.08905492
2394,66.76938588,34.61002526
2395,59.8201277,35.80810335
2396,69.00025359,34.83173712
2397,74.84537792,36.9439596
2398,68.584755,39.09061875
2399,66.10732418,35.56462232
2400,66.32843314,35.72284931
2401,67.56589561,36.06496695
2402,67.7708318,35.43551147
2403,63.41810716,32.80782448
2404,48.41959347,28.1728362
2405,52.79806455,26.92012168
2406,56.92424821,26.34141443
2407,63.18465237,35.82869046
2408,58.08979379,27.40165495
2409,54.85820129,25.97291782
2410,46.47128153,25.20268789
2411,53.99034407,27.81537478
2412,63.91092029,26.14298833
2413,64.76148414,27.07189911
2414,62.86867356,26.47929801
2415,59.43566797,25.83107593
2416,47.95038728,24.28919129
2417,48.30377359,23.38570556
2418,52.56586488,25.37543103
2419,53.17219898,26.29907581
2420,61.23500845,24.29757413
2421,64.58189389,26.03236315
2422,64.06858589,26.02381705
2423,60.26738884,27.21767918
2424,64.23674671,23.54470904
2425,81.86925548,25.85428822
2426,95.19846231,22.43084471
2427,107.6664739,23.9386343
2428,111.2891157,26.00138448
2429,108.0864912,22.91112404
2430,104.0661213,23.09459897
2431,100.3160736,22.58499806
2432,97.4352852,22.36952144
2433,95.37374436,22.56832788
2434,92.86914738,22.70494231
2435,93.19231557,21.34754318
2436,94.62734184,21.58094035
2437,96.01251404,24.83940044
2438,94.7356701,24.3948101
2439,94.75182952,24.48050848
2440,93.87586563,23.90334964
2441,93.3837413,22.75772011
2442,93.32019991,22.19749762
2443,93.25434822,22.46005759
2444,90.98038819,20.74202556
2445,91.41154388,21.64480395
2446,91.76235085,22.29053523
2447,103.7114556,21.73203976
2448,94.38556213,20.45919985
2449,88.94107634,23.29719823
2450,81.98371829,22.75063313
2451,88.40714298,22.68979778
2452,85.23742801,23.49971188
2453,80.23306729,19.62552108
2454,90.07998811,23.94949917
2455,90.26976519,21.40224868
2456,88.76196002,20.49385459
2457,95.54591522,21.70613157
2458,94.81073697,21.78709263
2459,97.19508574,21.24829957
2460,98.573628,20.71903967
2461,97.08366154,25.97236928
2462,96.42618637,22.45787452
2463,92.16256631,22.12040907
2464,91.40325579,21.23203155
2465,91.68354943,20.23935788
2466,91.84937498,19.90801703
2467,89.91353564,22.06122792
2468,87.34753036,20.40129381
2469,89.65804505,18.27473504
2470,87.17310995,19.00517521
2471,89.70369661,18.3050252
2472,88.73227048,17.87527501
2473,88.43404301,20.01223984
2474,83.28829246,20.15391923
2475,85.29243033,20.18699411
2476,78.34007721,19.42794051
2477,80.34526215,19.59403829
2478,81.01939926,19.66699497
2479,79.91956395,26.84524741
2480,79.35595798,26.66330056
2481,79.14246411,28.10052844
2482,76.18991087,27.33869078
2483,77.83242397,25.07328125
2484,80.06355065,23.93058629
2485,75.286314,27.18916906
2486,81.26873844,21.09427784
2487,77.81098595,20.45241423
2488,73.26549166,17.24582683
2489,77.52363637,16.95436366
2490,78.09939371,17.159723
2491,76.66395902,21.95506978
2492,78.10226916,17.41597861
2493,71.71734353,18.38219236
2494,69.33080098,16.59774277
2495,70.02208986,16.26891802
2496,71.42782281,15.54950457
2497,66.88306918,16.82619522
2498,69.40953397,18.70816825
2499,66.49325117,17.79207341
2500,61.07497477,20.91774003
2501,65.79503531,17.40243866
2502,65.84137907,16.85890908
2503,65.52953634,17.76491289
2504,66.47836673,17.36735993
2505,64.18379758,16.98875604
2506,60.6297145,17.26475333
2507,61.988098,18.67748928
2508,64.29218254,17.31419523
2509,61.82362172,22.94327307
2510,58.21996479,27.03348023
2511,58.4199704,31.03928173
2512,64.99072202,30.42901528
2513,49.54078356,26.71378112
2514,52.86451468,18.94981978
2515,48.89262512,15.57422608
2516,54.33610433,14.34513309
2517,56.52876511,15.58911914
2518,51.22422638,15.44653019
2519,51.5317503,15.36072731
2520,55.35089478,17.1122656
2521,57.77390755,18.63746099
2522,52.01566293,16.46043696
2523,50.05972028,16.89986828
2524,46.06632061,16.2719343
2525,46.44916917,15.58086961
2526,50.99951708,15.57971104
2527,49.28537822,16.55091885
2528,50.09215456,15.47201661
2529,47.42498514,16.39916302
2530,42.72457905,19.50616114
2531,41.48371227,19.27628749
2532,43.99992317,18.7031341
2533,49.58051451,19.23089947
2534,44.74074277,21.36605132
2535,37.95181565,20.20120242
2536,34.0146874,20.01653729
2537,42.11049898,19.77605381
2538,44.20293193,18.18333942
2539,41.86501043,27.03966177
2540,40.35983779,43.52205049
2541,37.62131216,44.75628861
2542,36.67271843,45.0185138
2543,40.30992697,42.65182598
2544,43.27751995,36.86790605
2545,41.63910405,28.97447052
2546,45.57844045,26.54064506
2547,43.66297018,25.46139184
2548,33.32253309,24.37569082
2549,40.08773454,23.79919753
2550,47.38607309,25.49255831
2551,42.56823286,27.4598171
2552,37.40554598,24.48877586
2553,40.69758516,25.06618403
2554,36.49244645,25.01102698
2555,51.72327898,30.50633049
2556,65.08995546,37.84639793
2557,76.06153537,56.09828655
2558,85.02240969,52.74490522
2559,74.95516021,44.83913198
2560,64.78657752,43.58844886
2561,71.50316304,47.93110301
2562,80.1186769,54.70842408
2563,72.71775299,46.44502483
2564,69.68178584,42.80737296
2565,86.3568685,43.56953052
2566,72.52430221,43.54468699
2567,67.32458568,39.32826579
2568,63.3997172,42.59122649
2569,64.52372212,44.98603361
2570,84.63935746,42.48462178
2571,92.71974688,39.95283423
2572,87.2159881,37.88641619
2573,90.53204466,43.11411257
2574,93.14815239,44.30841452
2575,94.61663116,44.41991788
2576,96.62455397,40.27420174
2577,98.14057632,43.09444563
2578,84.02385171,43.19764955
2579,88.74885906,43.07721415
2580,92.27490951,48.05447979
2581,98.85104954,50.18993785
2582,104.2205546,63.11859605
2583,102.3307801,55.20054086
2584,98.16293385,51.76849347
2585,100.1618661,51.66542298
2586,99.32842163,51.15844962
2587,105.5484319,53.43918014
2588,109.8880259,56.20343422
2589,105.6620898,62.97224898
2590,98.75300042,66.25892116
2591,97.47088712,64.32748947
2592,101.5196646,57.17570184
2593,93.75374935,55.84721634
2594,74.50245055,60.81216393
2595,78.2665928,65.28524635
2596,67.97272377,61.24568786
2597,73.84276278,52.55766011
2598,74.13082066,51.87074736
2599,75.55422538,50.42745166
2600,70.32486087,47.93334726
2601,70.32384494,51.55370345
2602,62.23131775,45.71901594
2603,68.11168746,47.08104929
2604,70.19365875,47.72015071
2605,79.84993522,48.87626726
2606,71.64774308,44.21446101
2607,72.94048503,45.40805455
2608,56.72329581,42.75492287
2609,62.86635906,44.78370185
2610,63.51958288,39.26215434
2611,60.95059346,39.50597548
2612,64.90472975,43.3321625
2613,63.51257986,43.0931024
2614,57.44701242,38.29185012
2615,60.85850608,41.13002343
2616,68.17868177,43.00708539
2617,61.36992222,38.08066093
2618,62.95851088,36.67699766
2619,57.48084579,36.8524925
2620,52.1378478,36.90044073
2621,50.92504819,34.34107234
2622,48.13661284,37.92553671
2623,56.06385919,38.83968902
2624,54.30535965,37.66921498
2625,63.26969066,44.79083289
2626,50.13984486,43.76881325
2627,52.61575016,41.72834929
2628,56.18586357,45.00181708
2629,62.94586827,51.42776025
2630,60.20832379,46.53745234
2631,63.13248195,49.78252419
2632,62.10343251,47.52987985
2633,71.27913254,47.18293782
2634,93.49929988,52.65037551
2635,85.96338362,51.94716754
2636,76.55442776,46.91454075
2637,77.92069299,46.81750162
2638,88.62726912,51.0755389
2639,89.12016795,46.91049109
2640,83.48524282,47.85123684
2641,83.89735354,54.7105443
2642,84.14575486,52.56404799
2643,85.63804095,49.39944466
2644,80.2373379,54.37894212
2645,74.54229776,50.59287535
2646,71.66860563,49.64686137
2647,71.46076248,52.19994823
2648,74.41479765,49.34130561
2649,68.82760261,56.01317505
2650,55.46586402,53.11432471
2651,56.73724138,50.44484909
2652,60.85683488,49.58632773
2653,68.3504348,52.25248814
2654,59.97376509,56.03277317
2655,59.3230689,55.03061386
2656,67.09350738,56.41761695
2657,67.77046452,52.6289053
2658,63.72291927,45.86246724
2659,68.96146686,45.67058013
2660,65.55600864,42.35097736
2661,67.23024403,44.52908111
2662,66.97033241,45.04743785
2663,66.79788434,46.70772561
2664,65.46012447,44.25008935
2665,70.88477153,61.35584816
2666,64.11804853,56.69245868
2667,61.32948462,46.41356575
2668,49.74200014,43.34136906
2669,57.26924776,43.2160803
2670,59.27261907,41.92287685
2671,56.0547984,41.3228927
2672,48.21521283,39.12620003
2673,50.4986316,36.66408202
2674,51.47109209,39.3087612
2675,54.55626705,35.40188027
2676,46.55385156,35.01952451
2677,49.57593746,39.84230716
2678,50.25215758,38.8627467
2679,62.80664095,33.53826815
2680,53.94703588,32.31761683
2681,58.33116542,39.81334648
2682,66.91644756,36.58999752
2683,59.37232104,34.03048123
2684,63.86461506,32.98465184
2685,57.49303911,34.98042295
2686,61.80698576,37.91587289
2687,61.35013212,40.23508267
2688,63.83376118,43.38156114
2689,66.09046137,44.25420942
2690,58.99558458,40.10738065
2691,58.04498366,47.84043537
2692,48.46004818,49.9717973
2693,47.30177566,41.99821125
2694,46.82830502,38.35751779
2695,45.97883219,39.53697647
2696,45.14642828,38.78113766
2697,38.56595143,40.7614655
2698,34.22373356,41.8648406
2699,37.24770175,46.34788597
2700,41.28346171,35.87779109
2701,40.95522216,42.00319086
2702,43.16985083,36.62520472
2703,44.60991208,33.26600472
2704,33.2359654,32.39987954
2705,40.4831097,30.85257338
2706,47.97245549,28.92908043
2707,56.7604702,32.18718828
2708,56.87496083,28.40994716
2709,53.45980233,27.44199553
2710,27.73427007,25.36280959
2711,29.29541988,26.22195826
2712,31.03788253,27.66431556
2713,46.96064265,30.22950996
2714,83.16761512,28.45437077
2715,101.1523181,25.90882579
2716,118.7567923,26.44930029
2717,121.8742443,25.70933755
2718,121.4996624,25.78843016
2719,122.3671969,30.48033973
2720,122.1540687,33.36056799
2721,117.009799,32.38478701
2722,107.1810204,28.35482634
2723,100.3886257,28.35012107
2724,101.0008547,27.76689991
2725,99.22322562,28.7226457
2726,93.33944665,31.35287217
2727,91.4811149,35.73773827
2728,88.89756234,25.84043029
2729,93.16344279,28.67285577
2730,98.1024889,27.67661659
2731,100.8373027,27.82730055
2732,102.8283549,28.2286816
2733,98.74350813,31.68999698
2734,98.4103344,32.63290479
2735,96.81707927,26.8720047
2736,96.83306859,23.79392016
2737,96.67222684,26.09364421
2738,90.80249477,25.43192201
2739,83.86307633,23.50185504
2740,83.24244101,23.95350924
2741,82.61125121,20.39961668
2742,80.07944965,19.46840243
2743,78.97152104,21.03360297
2744,80.74579972,18.76750727
2745,81.1302906,18.86041613
2746,81.68338846,20.01488622
2747,84.09793577,18.01554895
2748,82.25976481,16.62151352
2749,81.54154403,21.59848565
2750,80.65563041,18.49173481
2751,79.46481827,19.44592047
2752,78.39717331,19.22380514
2753,77.06897704,17.96808749
2754,76.93918892,17.12576795
2755,76.26948411,17.14232465
2756,79.49630506,16.39160191
2757,80.14089469,17.30533163
2758,75.91938436,17.86095851
2759,75.5622531,16.26090548
2760,76.31757438,15.75610605
2761,76.13112529,19.45549325
2762,76.83728076,19.55355646
2763,74.58893332,18.25938902
2764,74.22795735,18.24608777
2765,75.97973323,17.68374098
2766,73.39569521,16.9223468
2767,73.55157071,21.19353078
2768,74.46281954,21.6212263
2769,79.94161693,21.5246007
2770,73.43292039,20.23934618
2771,73.27855505,21.72608476
2772,72.97504457,21.23942707
2773,73.98511883,24.23788557
2774,74.6114704,22.58008438
2775,76.80749239,21.6635036
2776,75.21781406,21.9369305
2777,75.08981197,18.56939057
2778,72.3209946,16.10719198
2779,73.22251878,17.57451938
2780,72.76963825,16.62417001
2781,72.90381411,16.74214978
2782,71.94011136,16.94251432
2783,72.43190454,15.64026341
2784,71.5474923,14.68099936
2785,71.56724642,16.7518277
2786,71.00695874,16.04014122
2787,74.08413458,16.16624704
2788,63.8576858,15.97231379
2789,68.62642191,15.58989105
2790,69.88732771,14.94413244
2791,73.0707021,17.98455162
2792,66.60293894,16.62210475
2793,66.44728177,16.41523185
2794,64.65364931,16.05977739
2795,68.73242315,18.69842983
2796,61.75241759,17.5591948
2797,64.27554492,23.65415159
2798,64.63009958,19.02742444
2799,62.1055566,18.09700732
2800,57.78128877,16.82341068
2801,60.93391489,17.2710566
2802,62.09703115,14.52793085
2803,62.12480345,15.42587285
2804,59.21465001,14.32852516
2805,59.08274239,13.89056703
2806,56.74947158,13.89913376
2807,53.69313646,13.70760396
2808,55.54486141,14.39486582
2809,56.8613674,16.15139428
2810,61.6872624,15.02883086
2811,57.07314295,15.94503821
2812,48.42998989,16.55711082
2813,52.74358432,14.67798962
2814,53.60236866,15.04479192
2815,50.48245949,15.03376699
2816,48.0799468,14.22771348
2817,45.77511143,16.32376727
2818,48.20939856,15.28471055
2819,50.7718047,14.81084698
2820,51.01934471,14.22211408
2821,48.46969008,17.05006268
2822,51.12710219,15.68483127
2823,62.91640146,15.62600679
2824,67.52070197,18.68580687
2825,51.51978036,21.20529649
2826,42.30899047,18.92664264
2827,37.7044549,24.98957329
2828,38.72895602,38.65793921
2829,36.72694027,40.42713586
2830,35.40405793,43.58878777
2831,33.0242745,42.27387192
2832,35.15569967,38.87038728
2833,34.39814184,33.36166387
2834,31.34499906,31.09768297
2835,36.31958232,30.81594082
2836,28.67367189,31.98637892
2837,32.19010614,28.00971267
2838,29.35221027,28.53360748
2839,33.79052546,31.59338595
2840,36.68915698,29.00712278
2841,39.774465,34.26267217
2842,31.82488952,31.70214454
2843,52.76792506,31.9468835
2844,56.99592434,35.96982308
2845,60.60655999,47.96158385
2846,62.9362653,47.75369962
2847,53.12023377,40.37264792
2848,49.229015,41.15827977
2849,52.84543582,57.76577653
2850,47.85351862,59.72026763
2851,51.99286763,47.98012025
2852,53.84844486,44.532275
2853,57.74988191,49.68745047
2854,55.28123767,57.8114847
2855,59.53413511,53.54578904
2856,62.82971125,47.97497097
2857,71.38694139,45.8757071
2858,75.254052,44.89744977
2859,68.73198081,44.1371811
2860,63.97836743,41.57664723
2861,74.03830629,42.05028237
2862,78.93655028,44.71601322
2863,77.05260664,55.9862119
2864,68.63086748,57.80657256
2865,64.55965145,63.21722806
2866,62.99834466,62.40634461
2867,72.66194009,56.34355915
2868,74.297167,59.45364238
2869,74.14597161,63.72214127
2870,74.26046932,62.55264064
2871,76.25037592,64.11247767
2872,69.70671866,54.85829647
2873,71.9256022,51.08733143
2874,70.73498662,48.03390088
2875,69.73435637,50.39451285
2876,82.08770321,46.86881434
2877,90.76331459,48.2438243
2878,75.79371407,45.38572731
2879,80.73965709,45.08811141
2880,80.85155144,43.30673097
2881,76.34174227,45.66908752
2882,74.2707499,45.76917808
2883,78.09202846,44.96971285
2884,76.36822397,45.6079292
2885,69.76120964,45.44128574
2886,65.39305544,43.63509282
2887,64.73517958,46.13703587
2888,69.08331986,48.85745559
2889,62.36337329,48.28570462
2890,57.47593628,48.03884928
2891,63.88579538,50.26131733
2892,64.80222123,47.75484611
2893,67.57468352,52.18339702
2894,63.21445228,48.13462986
2895,66.15574861,45.98076253
2896,60.64408592,48.93903706
2897,58.00284571,47.29957264
2898,58.97597285,45.47899703
2899,58.80333745,46.21964519
2900,59.11759179,53.43740069
2901,58.63245731,45.52464914
2902,59.15720563,42.27064194
2903,58.98444077,39.24103485
2904,56.14192099,39.72095705
2905,60.49815398,44.20151381
2906,61.33753997,47.27391336
2907,54.53927771,45.15137003
2908,48.47202878,46.37319908
2909,53.46113339,46.44883702
2910,60.92702718,47.94916133
2911,56.80824431,49.85919696
2912,53.19666684,47.17173463
2913,57.98670596,51.48858156
2914,50.62883898,49.70699218
2915,45.4409246,46.60171634
2916,52.00178877,45.01986959
2917,59.6452793,53.40289676
2918,57.49836075,50.11969436
2919,61.31051168,48.41276784
2920,46.33230205,46.91871462
2921,50.43075702,47.75968269
2922,60.94987124,54.77131506
2923,58.15249995,45.79732568
2924,59.03390569,45.8904964
2925,84.85822679,61.56036
2926,64.62153097,47.44263995
2927,64.00995787,48.49095045
2928,67.21020588,50.93760229
2929,71.79434201,55.96210423
2930,79.19615037,53.98218372
2931,77.57607185,55.17953708
2932,65.55982619,53.07441786
2933,66.06750936,55.71298167
2934,72.78880129,54.80173034
2935,66.33113949,55.93831928
2936,64.84282458,58.31629692
2937,80.01048731,60.12178928
2938,66.2167426,61.23457041
2939,71.7252028,58.21425481
2940,74.34683311,56.17217846
2941,70.09736569,56.78868472
2942,77.93403257,64.07797654
2943,71.61816542,64.55751078
2944,77.67636491,67.42082365
2945,78.29444872,60.88930496
2946,80.65246642,57.80893343
2947,83.1092757,57.84505742
2948,84.34503934,61.05819151
2949,87.05548259,64.0466152
2950,84.02471827,62.36572381
2951,77.94848025,59.98430825
2952,77.93477054,55.51967305
2953,78.30365287,65.97790585
2954,98.00297374,73.40577042
2955,92.90868398,64.52276847
2956,86.76010047,57.34717165
2957,95.87656612,57.54600211
2958,99.57698636,54.92921188
2959,97.28756474,53.42531437
2960,92.66545615,53.89551637
2961,90.56266461,53.38726805
2962,91.70014285,56.76621394
2963,92.12108212,52.55146858
2964,86.21098778,49.47059265
2965,86.88178574,50.71488015
2966,89.37140784,53.34378857
2967,86.72307054,54.08503026
2968,80.6848514,53.84884341
2969,80.57972899,45.9812244
2970,81.67864606,44.78997671
2971,78.71620268,45.51987526
2972,75.84878621,42.23454073
2973,70.8053926,44.47968107
2974,66.23763581,40.72179529
2975,68.56196652,39.61757541
2976,65.95930905,36.30888679
2977,58.79970344,37.214549
2978,61.67087753,36.71657321
2979,58.00026565,35.00620288
2980,57.73394501,35.33550721
2981,62.10525667,33.43291306
2982,59.92720972,34.98891332
2983,54.86886146,35.09853347
2984,56.855123,33.38981935
2985,54.35097678,32.81080636
2986,48.95335241,29.85054352
2987,53.31633158,29.60105437
2988,53.97251316,28.72651478
2989,48.0629296,30.43274473
2990,56.26017828,29.87392593
2991,55.59261664,29.84097727
2992,52.11595697,26.58050529
2993,54.76194635,24.75031334
2994,57.26382803,25.03547594
2995,51.05382522,24.24892801
2996,48.87513151,23.32234043
2997,49.81867001,28.45556736
2998,60.687691,25.88302801
2999,60.91925203,23.43123007
3000,43.92280383,24.32226843
3001,55.31583886,26.24978819
3002,70.63768098,23.62103043
3003,74.43276021,26.66088847
3004,76.75822771,24.64309634
3005,82.97912101,24.35946461
3006,81.9261814,21.98317217
3007,75.39540864,23.02266391
3008,70.1262463,21.68173115
3009,63.59124543,22.74967793
3010,55.68606054,20.9867325
3011,62.18376617,18.76853386
3012,57.10647442,18.420828
3013,61.6688833,20.86226871
3014,62.26388556,20.25628388
3015,64.33142635,19.75366773
3016,64.22418849,20.08232192
3017,63.26527519,21.5497068
3018,56.52022957,19.33266647
3019,56.9322879,19.57391055
3020,53.82736063,18.79804507
3021,54.11662588,20.58559692
3022,48.23219416,21.39191706
3023,58.01867131,18.69672771
